Input_host,Assigned_host,Assigned_method,Eval,Final_host,Version,Source
mud,False,not_assigned,True,environmental,20231103,IsolationSource
mud flat,False,not_assigned,True,environmental,20231103,IsolationSource
mud sediment,False,environmental,True,environmental,20231103,IsolationSource
mudflats,False,not_assigned,True,environmental,20231103,IsolationSource
mulberry,False,not_assigned,False,Morus alba,20231103,Host
mulberry blight,False,not_assigned,False,Morus alba,20231103,IsolationSource
mulberry endophytes,False,not_assigned,False,Morus alba,20231103,IsolationSource
mungang hot,False,not_assigned,True,unknown,20231103,IsolationSource
mushroom,False,not_assigned,False,Fungi,20231103,Host
mushroom compost,False,not_assigned,False,Agaricus bisporus,20231103,IsolationSource
mushroom substrate,False,not_assigned,False,Agaricus bisporus,20231103,IsolationSource
mussels,False,not_assigned,False,Mollusca,20231103,Host
mustard green,False,not_assigned,False,Brassica juncea,20231103,IsolationSource
mustard pickles,False,not_assigned,True,unknown,20231103,IsolationSource
mutton,False,not_assigned,False,Ovis aries,20231103,IsolationSource
mycoplasma culture,False,not_assigned,True,unknown,20231103,IsolationSource
nakabusa hoting,False,not_assigned,True,unknown,20231103,IsolationSource
nasal cavities,False,not_assigned,True,unknown,20231103,IsolationSource
natto,False,not_assigned,True,unknown,20231103,IsolationSource
natually  tofu,False,not_assigned,True,unknown,20231103,IsolationSource
natural / freeliving,False,not_assigned,True,unknown,20231103,Host
natural product,False,not_assigned,True,unknown,20231103,IsolationSource
natural whey,False,not_assigned,True,unknown,20231103,IsolationSource
naturally  tofu,False,not_assigned,True,unknown,20231103,IsolationSource
ncimb,False,not_assigned,True,unknown,20231103,IsolationSource
neb433,False,not_assigned,True,unknown,20231103,IsolationSource
nem chua,False,not_assigned,True,unknown,20231103,IsolationSource
neopsylla setosa,False,not_assigned,True,unknown,20231103,Host
nham,False,not_assigned,True,unknown,20231103,IsolationSource
nist mixed,False,not_assigned,True,unknown,20231103,Host
nodule,False,not_assigned,True,unknown,20231103,IsolationSource
nodule of,False,not_assigned,True,unknown,20231103,IsolationSource
noduls from roots of Medicago sativa,False,not_assigned,False,Medicago sativa,20231103,IsolationSource
noodles,False,not_assigned,True,False,20231103,IsolationSource
north park,False,not_assigned,True,unknown,20231103,IsolationSource
not applicable,False,not_assigned,True,unknown,20231103,Host
not available,False,not_assigned,True,unknown,20231103,IsolationSource
not collected,False,not_assigned,True,unknown,20231103,Host
not isolated,False,not_assigned,True,unknown,20231103,IsolationSource
not known,False,not_assigned,True,unknown,20231103,IsolationSource
not provided,False,not_assigned,True,unknown,20231103,Host
novel isolate,False,not_assigned,True,unknown,20231103,IsolationSource
np,False,not_assigned,True,unknown,20231103,Host
nursery pig,False,not_assigned,False,Sus scrofa,20231103,Host
nuruk,False,not_assigned,True,unknown,20231103,IsolationSource
nutrient broth,False,not_assigned,True,unknown,20231103,IsolationSource
obscured,False,not_assigned,True,unknown,20231103,Host
obsidian hot,False,not_assigned,True,unknown,20231103,IsolationSource
obtained from,False,not_assigned,True,unknown,20231103,IsolationSource
ocean,False,not_assigned,True,environmental,20231103,IsolationSource
of an,False,not_assigned,True,False,20231103,IsolationSource
of bat,False,not_assigned,False,Chiroptera,20231103,IsolationSource
of black,False,not_assigned,True,False,20231103,IsolationSource
of diseased,False,not_assigned,True,False,20231103,IsolationSource
of potato,False,not_assigned,False,Solanum tuberosum,20231103,IsolationSource
of wasp,False,not_assigned,False,Vespula vulgaris,20231103,Host
oil,False,not_assigned,True,unknown,20231103,IsolationSource
oil sands,False,not_assigned,True,environmental,20231103,IsolationSource
oilfield,False,not_assigned,True,unknown,20231103,IsolationSource
olive fermentation,False,not_assigned,False,Olea europaea,20231103,IsolationSource
olive knot,False,not_assigned,False,Olea europaea,20231103,IsolationSource
open pond,False,not_assigned,True,environmental,20231103,IsolationSource
oral,False,not_assigned,True,unknown,20231103,IsolationSource
orange,False,not_assigned,False,Citrus sinensis,20231103,IsolationSource
oregon junco,False,not_assigned,False,Junco hyemalis,20231103,Host
organic nach,False,not_assigned,True,unknown,20231103,IsolationSource
orsay,False,not_assigned,True,unknown,20231103,IsolationSource
oryctes gigas,False,not_assigned,False,Oryctes,20231103,Host
otc cluster,False,not_assigned,True,unknown,20231103,IsolationSource
ovine,False,not_assigned,False,Ovis aries,20231103,Host
owens river,False,not_assigned,True,environmental,20231103,IsolationSource
oyster larvae,False,not_assigned,False,Oyster,20231103,Host
pacific plankton,False,not_assigned,True,unknown,20231103,IsolationSource
packaged lettuce,False,not_assigned,False,Lactuca sativa,20231103,IsolationSource
padding,False,not_assigned,True,unknown,20231103,Host
paddy field,False,not_assigned,True,environmental,20231103,IsolationSource
palm brown,False,not_assigned,True,unknown,20231103,IsolationSource
palm wine,False,not_assigned,True,unknown,20231103,IsolationSource
pancreas of,False,not_assigned,True,unknown,20231103,IsolationSource
paper mill,False,not_assigned,True,unknown,20231103,IsolationSource
paper pulp,False,not_assigned,True,unknown,20231103,IsolationSource
paper surface,False,not_assigned,True,unknown,20231103,IsolationSource
parakeet,False,not_assigned,False,Melopsittacus undulatus,20231103,Host
parent strain,False,not_assigned,True,unknown,20231103,IsolationSource
particulate matter,False,not_assigned,True,unknown,20231103,IsolationSource
passage,False,not_assigned,True,unknown,20231103,IsolationSource
pasteurized ay,False,not_assigned,True,unknown,20231103,IsolationSource
pate collected,False,not_assigned,True,unknown,20231103,IsolationSource
pavement of,False,not_assigned,True,unknown,20231103,IsolationSource
pea  nodules,False,not_assigned,False,Pisum sativum,20231103,IsolationSource
pea rhizoere,False,not_assigned,False,Pisum sativum,20231103,IsolationSource
pea soup,False,not_assigned,False,Pisum sativum,20231103,IsolationSource
peach leaves,False,not_assigned,False,Prunus persica,20231103,IsolationSource
peanut butter,False,not_assigned,True,unknown,20231103,IsolationSource
pear tree,False,not_assigned,False,Pyrus communis,20231103,Host
peony rhizoere,False,not_assigned,False,Paeonia,20231103,IsolationSource
pepper stem,False,not_assigned,False,Capsicum,20231103,IsolationSource
peppercorn,False,not_assigned,False,Piper nigrum,20231103,IsolationSource
perirectal swab,False,not_assigned,True,unknown,20231103,IsolationSource
perithecium,False,not_assigned,True,unknown,20231103,IsolationSource
permafrost,False,not_assigned,True,environmental,20231103,IsolationSource
peter dedon,False,not_assigned,True,False,20231103,IsolationSource
petroleum reservoir,False,not_assigned,True,False,20231103,IsolationSource
phage resistant,False,not_assigned,True,unknown,20231103,IsolationSource
pharmaceutical solution,False,not_assigned,True,unknown,20231103,IsolationSource
pheasant,False,not_assigned,False,Phasianus colchicus,20231103,Host
photobioreactor,False,not_assigned,True,unknown,20231103,IsolationSource
pickle,False,not_assigned,False,Cucumis sativus,20231103,Host
pickled aragus,False,not_assigned,True,unknown,20231103,IsolationSource
pickled cabbage,False,not_assigned,True,unknown,20231103,Host
pickled green,False,not_assigned,True,unknown,20231103,IsolationSource
pig fecal,False,not_assigned,False,Sus scrofa,20231103,IsolationSource
pig feces,False,not_assigned,False,Sus scrofa,20231103,IsolationSource
pig feed,False,not_assigned,False,Sus scrofa,20231103,IsolationSource
pig intestine,False,not_assigned,False,Sus scrofa,20231103,IsolationSource
pig manure,False,not_assigned,False,Sus scrofa,20231103,IsolationSource
pig related,False,not_assigned,False,Sus scrofa,20231103,IsolationSource
pig small,False,not_assigned,False,Sus scrofa,20231103,IsolationSource
"pig, fecal",False,not_assigned,False,Sus scrofa,20231103,IsolationSource
piglet,False,not_assigned,False,Sus scrofa,20231103,Host
piglets,False,not_assigned,False,Sus scrofa,20231103,IsolationSource
pike,False,not_assigned,False,Esox lucius,20231103,IsolationSource
pilsner beer,False,not_assigned,True,unknown,20231103,IsolationSource
pine forest,False,not_assigned,True,unknown,20231103,IsolationSource
pine shavings,False,not_assigned,True,unknown,20231103,IsolationSource
pit mud,False,not_assigned,True,unknown,20231103,IsolationSource
pitaya juice,False,not_assigned,True,unknown,20231103,IsolationSource
plankton aquaculture,False,not_assigned,True,environmental,20231103,IsolationSource
plastic surface,False,not_assigned,True,unknown,20231103,IsolationSource
plastics debris,False,not_assigned,True,unknown,20231103,IsolationSource
pneumoniae,False,not_assigned,True,unknown,20231103,Host
polluted,False,not_assigned,True,unknown,20231103,Host
polluted mud,False,not_assigned,True,environmental,20231103,IsolationSource
polyester fabric,False,not_assigned,True,unknown,20231103,IsolationSource
pond,False,not_assigned,True,unknown,20231103,IsolationSource
pond silt,False,not_assigned,True,environmental,20231103,IsolationSource
pool at,False,not_assigned,True,unknown,20231103,IsolationSource
pooled pig,False,not_assigned,False,Sus scrofa,20231103,IsolationSource
pooled sheep,False,not_assigned,False,Ovis aries,20231103,IsolationSource
porcine,False,not_assigned,False,Sus scrofa,20231103,Host
porcine tongue,False,not_assigned,False,Sus scrofa,20231103,IsolationSource
pork,False,not_assigned,False,Sus scrofa,20231103,Host
pork casserole,False,not_assigned,False,Sus scrofa,20231103,IsolationSource
pork chop,False,not_assigned,False,Sus scrofa,20231103,IsolationSource
pork chops,False,not_assigned,False,Sus scrofa,20231103,IsolationSource
pork product,False,not_assigned,False,Sus scrofa,20231103,IsolationSource
pork steak,False,not_assigned,False,Sus scrofa,20231103,IsolationSource
post chill,False,not_assigned,True,unknown,20231103,IsolationSource
potash salt,False,not_assigned,False,Solanum tuberosum,20231103,IsolationSource
potato flake,False,not_assigned,False,Solanum tuberosum,20231103,IsolationSource
poultry,False,not_assigned,False,Gallus gallus,20231103,Host
power  biotrickling,False,not_assigned,True,unknown,20231103,IsolationSource
poyang lake,False,not_assigned,True,environmental,20231103,IsolationSource
preserved foods,False,not_assigned,True,unknown,20231103,IsolationSource
pretreated sample,False,not_assigned,True,unknown,20231103,IsolationSource
probiotic preparation,False,not_assigned,True,unknown,20231103,IsolationSource
probiotics,False,not_assigned,True,unknown,20231103,IsolationSource
probitic products,False,not_assigned,True,unknown,20231103,IsolationSource
processing facility,False,not_assigned,True,unknown,20231103,IsolationSource
product,False,not_assigned,True,unknown,20231103,IsolationSource
product egg,False,not_assigned,True,unknown,20231103,IsolationSource
prof douwe,False,not_assigned,True,unknown,20231103,IsolationSource
protoplast breeding,False,not_assigned,True,unknown,20231103,IsolationSource
protozoa,False,not_assigned,False,Eukaryota,20231103,Host
quail,False,not_assigned,True,unknown,20231103,IsolationSource
quinolinedegrading denitrifying,False,not_assigned,True,unknown,20231103,IsolationSource
r.j.roberts,False,not_assigned,True,unknown,20231103,IsolationSource
r2a medium,False,not_assigned,True,unknown,20231103,IsolationSource
"rabbit , fp",False,not_assigned,False,Oryctolagus cuniculus,20231103,IsolationSource
rabbit feces,False,not_assigned,False,Oryctolagus cuniculus,20231103,IsolationSource
rabbit liver,False,not_assigned,False,Oryctolagus cuniculus,20231103,IsolationSource
"rabbit, caecal",False,not_assigned,False,Oryctolagus cuniculus,20231103,IsolationSource
raerry,False,not_assigned,True,unknown,20231103,Host
rat,False,not_assigned,False,Rattus,20231103,Host
raw,False,not_assigned,True,unknown,20231103,IsolationSource
raw  sausage,False,not_assigned,True,unknown,20231103,IsolationSource
raw almond,False,not_assigned,True,unknown,20231103,IsolationSource
raw almonds,False,not_assigned,False,Prunus dulcis,20231103,IsolationSource
raw duck,False,not_assigned,False,Anas platyrhynchos,20231103,IsolationSource
raw milk,False,not_assigned,True,unknown,20231103,IsolationSource
raw mutton,False,not_assigned,False,Ovis aries,20231103,IsolationSource
raw peanut,False,not_assigned,False,Arachis hypogaea,20231103,IsolationSource
raw sausage,False,not_assigned,True,unknown,20231103,IsolationSource
raw sewage,False,not_assigned,True,unknown,20231103,IsolationSource
reactor sludge,False,not_assigned,True,unknown,20231103,IsolationSource
recirculating aquaculture,False,not_assigned,True,environmental,20231103,IsolationSource
rectal,False,not_assigned,True,unknown,20231103,IsolationSource
rectal fecal,False,not_assigned,True,unknown,20231103,IsolationSource
rectal swab,False,not_assigned,True,unknown,20231103,IsolationSource
red chili,False,not_assigned,False,Capsicum annuum,20231103,IsolationSource
red sea,False,not_assigned,True,environmental,20231103,IsolationSource
red sorghum,False,not_assigned,False,Sorghum bicolor,20231103,IsolationSource
red topaz,False,not_assigned,True,unknown,20231103,IsolationSource
reratory,False,not_assigned,True,unknown,20231103,IsolationSource
retail,False,not_assigned,True,unknown,20231103,IsolationSource
