"query","method","eval","tags","version","source","TAXONOMY_UID"
"dongxiang rice","not_assigned",0,"food",20231103,"Host",-1
"dongxiang wild rice","ete4,token_set_ratio,common",0,"food,fermented",2024,"type",-1
"doubanjiang","not_assigned",1,"food,fermented",20231103,"IsolationSource",-1
"dough","not_assigned",1,"food",20231103,"IsolationSource",-1
"dracaena sanderiana","ete3",1,"host_associated",20231103,"Host",326070
"draeculacephala minerva","ete3",1,"host_associated",20231103,"Host",946271
"drag swab","not_assigned",1,"host_associated,swab",20231103,"IsolationSource",-1
"drag swab litter farm","ete4,inmapping,token_set_ratio",0,"material,farm",2024,"type",-1
"dragswab","ete4,inmapping,wratio",1,"host_associated,swab",2024,"type",-1
"drain","ete4,token_set_ratio,common",0,"wastewater,drain",2024,"type",-1
"drain drainage","ete4,inmapping,token_set_ratio",1,"wastewater",2024,"type",-1
"drain water","ete4,inmapping,token_set_ratio",0,"wastewater,drain",2024,"type",-1
"drain water underground crude oil storage cavity","ete4,inmapping,token_set_ratio",0,"aquatic,groundwater,oil",2024,"type",-1
"drainage","ete4,inmapping,token_set_ratio",0,"wastewater",2024,"type",-1
"drainage effluent","ete4,inmapping,token_set_ratio",1,"wastewater",2024,"type",-1
"drainage fluid","not_assigned",1,"host_associated","20231103_v2","IsolationSource",-1
"drainage sample liver abscess","ete4,inmapping,token_set_ratio",0,"host_associated,liver",2024,"type",-1
"drainingmatting conveyor","not_assigned",1,,20231103,"IsolationSource",-1
"dried cell culture","ete4,inmapping,token_set_ratio",1,"cell_culture",2024,"type",-1
"dried distiller","not_assigned",1,"food",20231103,"IsolationSource",-1
"dried distiller grain","ete4,inmapping,wratio",1,"food",2024,"type",-1
"dried milk","not_assigned",1,"food,drink",20231103,"IsolationSource",-1
"dried mushroom","ete4,inmapping,token_set_ratio",1,"host_associated",2024,"type",4751
"dried tofu","not_assigned",1,"food",20231103,"IsolationSource",-1
"drinking water","ete4,token_set_ratio,sci",0,"aquatic,tapwater",2024,"type",-1
"driveline","not_assigned",0,"anthropogenic",2024,"type",-1
"drosophila atripex","ete3",1,"host_associated",20231103,"Host",60715
"drosophila atripex metagenome","ete4,inmapping,wratio",1,"host_associated",2024,"host_name",60715
"drosophila cardini","ete4,exact",1,"host_associated",2024,"host_name",133981
"drosophila hydei","ete3",1,"host_associated",20231103,"Host",7224
"drosophila melanogaster","ete3",1,"host_associated",20231103,"Host",7227
"drosophila melanogaster oregonr modencode","ete4,inmapping,wratio",1,"host_associated",2024,"host_name",7227
"drosophila melanogaster oregonrmodencode","ete4,inmapping,wratio",1,"host_associated",2024,"host_name",7227
"dry bean","not_assigned",0,"food",2024,"type",-1
"dry sausage","not_assigned",1,"food",20231103,"IsolationSource",-1
"dry soil","environmental",1,"soil",20231103,"IsolationSource",-1
"dryococelus australis","ete3",1,"host_associated",20231103,"Host",614101
"dryocosmus kuriphilus","ete3",1,"host_associated",20231103,"Host",310278
"dsm 12730","ncbi_taxonomy",1,"host_associated",20231103,"IsolationSource",96472
"dsm:3754","not_assigned",0,,2024,"type",-1
"dsmz collection ( dsm 12730 )","ete4,inmapping,token_set_ratio",0,"cell_culture",2024,"type",-1
"dsmz culture collection","ete4,token_set_ratio,sci",0,"cell_culture",2024,"type",-1
"dsmz isolate","not_assigned",1,"cell_culture",20231103,"IsolationSource",-1
"duck","ete4,wratio,common",1,"host_associated",2024,"type",8839
"duck caecum","ete4,inmapping,token_set_ratio",1,"host_associated,gastrointestinal_system,cecal",2024,"type",8835
"duck clinical sign","ete4,token_set_ratio,common",1,"host_associated",2024,"type",8839
"duck feces","ete4,token_set_ratio,common",0,"host_associated,gastrointestinal_system,fecal",2024,"type",8839
"duck meat","ete4,token_set_ratio,common",0,"food,meat",2024,"type",8839
"duck tremor","ete4,token_set_ratio,common",1,"host_associated",2024,"type",8839
"dukgu hot","not_assigned",1,"location",20231103,"IsolationSource",-1
"dukgu hot spring","ete4,inmapping,token_set_ratio",0,"aquatic,spring,hot,location",2024,"type",-1
"dung","ete4,token_set_ratio,common",0,"host_associated,gastrointestinal_system,fecal",2024,"type",-1
"duranta erecta","ete3",1,"host_associated",20231103,"Host",167917
"dust","ete4,inmapping,token_set_ratio",1,"material,inorganic,dust",2024,"type",-1
"dust broiler house","ete4,inmapping,wratio",1,"material,inorganic,dust",2024,"type",-1
"dust collector","not_assigned",1,"anthropogenic",20231103,"IsolationSource",-1
"dust collector pigpen","ete4,inmapping,token_set_ratio",1,"material,inorganic,dust",2024,"type",-1
"dust sample","ete4,inmapping,token_set_ratio",1,"material,inorganic,dust",2024,"type",-1
"dyalisis liquid","not_assigned",0,"host_associated,circulatory_system,blood",2024,"type",-1
"dyed contaminated landsoil","environmental",1,"soil,contaminated",20231103,"IsolationSource",-1
"ear","ete4,inmapping,token_set_ratio",1,"host_associated,auditory_system",2024,"type",-1
"ear canal","ete4,inmapping,token_set_ratio",1,"host_associated,auditory_system",2024,"type",-1
"ear infection","ete4,inmapping,wratio",0,"host_associated,auditory_system,disease",2024,"type",-1
"ear skin spf mouse","ete4,token_set_ratio,common",0,"host_associated,skin",2024,"type",10090
"ear swab","ete4,inmapping,wratio",1,"host_associated,auditory_system",2024,"type",-1
"ear swab dog","ete4,token_set_ratio,common",0,"host_associated,skin",2024,"type",9615
"east pacific rise","ete4,inmapping,token_set_ratio",1,"aquatic,marine,sea,spring,location",2024,"type",-1
"eccrine","not_assigned",0,"host_associated,skin",2024,"type",-1
"echinacea purpurea","ete3",1,"host_associated",20231103,"Host",53751
"eclectus roratus","ete3",1,"host_associated",20231103,"Host",176024
"eclectus roratus feces","ete4,inmapping,wratio",1,"host_associated,gastrointestinal_system,fecal",2024,"type",176024
"ecology glacial , king george island , antarctica , cryoconite","environmental",1,"glacial,location","20231103_v2","IsolationSource",-1
"ecology glacial , king george island , antarctica , surface","environmental",1,"glacial,location","20231103_v2","IsolationSource",-1
"ecology glacial ice","environmental",1,"glacial","20231103_v2","IsolationSource",-1
"ecology glacier , king george island , antarctica , cryoconite","ete4,inmapping,wratio",1,"glacial,location",2024,"type",-1
"ecology glacier , king george island , antarctica , surface","ete4,inmapping,wratio",1,"glacial,location",2024,"type",-1
"ecology glacier ice","not_assigned",0,"glacial",2024,"type",-1
"edessa sp .","host",0,"host_associated",2024,"host_name",1225063
"eel","not_assigned",1,"host_associated",20231103,"Host",7933
"een","not_assigned",1,,20231103,"IsolationSource",-1
"efb infected honey bee larva","ete4,token_set_ratio,common",0,"host_associated,disease",2024,"type",7460
"efbinfected honey","not_assigned",1,"food,contaminated",20231103,"IsolationSource",-1
"efbinfected honey bee colony","ete4,token_set_ratio,common",0,"host_associated,disease",2024,"type",7460
"egg","ete4,token_set_ratio,common",0,"food",2024,"type",-1
"egg fluid","ete4,inmapping,token_set_ratio",0,"food",2024,"type",-1
"egg raw","not_assigned",1,"food",20231103,"IsolationSource",-1
"egg raw whole","ete4,inmapping,wratio",1,"food",2024,"type",-1
"egg raw yolk","ete4,inmapping,token_set_ratio",0,"food",2024,"type",-1
"egg tick infected nature","ete4,inmapping,token_set_ratio",0,"food",2024,"type",-1
"egg white","not_assigned",1,"food",20231103,"IsolationSource",-1
"egg whole","not_assigned",1,"food",20231103,"IsolationSource",-1
"egg yolk","not_assigned",1,"food",20231103,"IsolationSource",-1
"eggplant","ncbi_taxonomy",1,"host_associated",20231103,"Host",223891
"eggshell rinse","not_assigned",1,"food",20231103,"IsolationSource",-1
"eggshell rinse egg sold select retail store","ete4,inmapping,token_set_ratio",0,"material,organic",2024,"type",-1
"egret","not_assigned",1,"host_associated",20231103,"Host",110620
"elaeagnus umbellata","ete4,exact",1,"host_associated",2024,"type",43233
"elbow swab","ete4,inmapping,token_set_ratio",0,"host_associated,skin",2024,"type",-1
"electronic wastecontaminated sediment","ete4,inmapping,wratio",1,"wastewater,sediment,contaminated",2024,"type",-1
"electroporation pestis kim6+ pcd1ap+","not_assigned",0,"cell_culture",2024,"type",-1
"elephant","fuzzy_common",1,"host_associated",20231103,"Host",24234
"ellychnia corrusca","ete3",1,"host_associated",20231103,"Host",94999
"elton hypersaline lake","ete4,inmapping,wratio",0,"aquatic,lake,saline,location",2024,"type",-1
"elton lake","ete4,inmapping,token_set_ratio",0,"aquatic,lake,saline,location",2024,"type",-1
"elymus nutan","ete4,inmapping,wratio",,"host_associated",2024,"type",15492
"emiliania huxleyi","ete3",1,"host_associated",20231103,"IsolationSource",2903
"emiliania huxleyi rcc1216 culture","ete4,inmapping,token_set_ratio",0,"host_associated,cell_culture",2024,"type",2903
"emmental","not_assigned",1,"food,fermented",20231103,"IsolationSource",-1
"ems/ahpnddiseased hepatopancreas","not_assigned",0,"host_associated,pancreas,disease",2024,"type",-1
"end catheter","ete4,inmapping,token_set_ratio",1,"host_associated",2024,"type",-1
"endobronchial brushing specimen","not_assigned",0,"host_associated,respiratory_system,bronchi",2024,"type",-1
"endometrial biopsy","ete4,inmapping,token_set_ratio",0,"host_associated,vaginal",2024,"type",9606
"endometrium","not_assigned",0,"host_associated,vaginal",2024,"type",-1
"endophyte","not_assigned",1,"host_associated",20231103,"Host",-1
"endophyte potato root","ete4,inmapping,wratio",0,"host_associated,soil,rhizosphere",2024,"host_name",4113
"endophytic bacteria medicinal plant","ete4,inmapping,token_set_ratio",0,"host_associated",2024,"type",3193
"endosymbiont metagenome","ete4,inmapping,wratio",0,"material,organic",2024,"host_name",-1
"endotracheal aration","not_assigned",1,"host_associated,respiratory_system,trachea","20231103_v2","IsolationSource",-1
"endotracheal aspirate","ete4,inmapping,wratio",1,"host_associated,respiratory_system,trachea",2024,"type",-1
"endotracheal aspiration","ete4,inmapping,wratio",1,"host_associated,respiratory_system,trachea",2024,"type",-1
"endotracheal cannula","not_assigned",0,"host_associated,respiratory_system,trachea",2024,"type",-1
"endotracheal secretion","ete4,inmapping,token_set_ratio",0,"host_associated,respiratory_system,trachea",2024,"type",-1
"endotracheal secretion patient hospital sultanah nur zahirah","ete4,token_set_ratio,common",0,"host_associated,respiratory_system,location",2024,"type",9606
"endotracheal tube","not_assigned",0,"host_associated,respiratory_system,trachea",2024,"type",-1
"endotracheal tube discharge","not_assigned",0,"host_associated,respiratory_system,trachea",2024,"type",-1
"endotracheal tube swab","ete4,inmapping,token_set_ratio",0,"host_associated,respiratory_system,trachea",2024,"type",-1
"engineered bacteria","ete4,inmapping,token_set_ratio",0,"cell_culture",2024,"type",-1
"enriched culture","not_assigned",1,"cell_culture",20231103,"IsolationSource",-1
"enriched culture compost","ete4,inmapping,token_set_ratio",1,"material,organic",2024,"type",-1
"enrichment culture","ete3",1,"host_associated",20231103,"IsolationSource",1566338
"enrichment culture dh1 tap water fudan university , calcium carbonate urea","environmental",1,"cell_culture,location","20231103_v2","IsolationSource",-1
"enrichment culture nsfw tap water fudan university , filter ammonium","environmental",1,"cell_culture,location","20231103_v2","IsolationSource",-1
"enrichment culture ucc lyndastan","ete4,token_set_ratio,sci",0,"cell_culture",2024,"type",-1
"enrironmental","ete4,inmapping,wratio",1,,2024,"type",-1
"ensiled sorghum","ete4,token_set_ratio,common",1,"host_associated",2024,"type",4558
"ensuite 7","not_assigned",1,,20231103,"IsolationSource",-1
"ensuite 7/8","not_assigned",0,,2024,"type",-1
"enteritis","ete4,token_set_ratio,sci",0,"host_associated,disease",2024,"type",-1
"entire tick","ete4,inmapping,token_set_ratio",1,"host_associated",2024,"type",6935
"envirnomental","ete4,inmapping,wratio",1,,2024,"type",-1
"enviroment sample","ete4,inmapping,wratio",1,,2024,"type",-1
"environment","environmental",1,,20231103,"Host",-1
"environment horse clinic","ete4,inmapping,token_set_ratio",0,"anthropogenic,construction",2024,"type",-1
"environment sample","ete4,inmapping,wratio",0,,2024,"type",-1
"environment small animal veterinary clinic","ete4,inmapping,token_set_ratio",0,"anthropogenic,construction",2024,"type",-1
"environment swab","ete4,inmapping,wratio",1,"swab",2024,"type",-1
"environmental","ete4,inmapping,wratio",1,,2024,"type",-1
"environmental : river near wwtp effluent","environmental",1,"aquatic,freshwater,river",20231103,"IsolationSource",-1
"environmental : river/lake","environmental",1,"aquatic,freshwater,river",20231103,"IsolationSource",-1
"environmental ; wetland","ete4,inmapping,token_set_ratio",0,"wetland",2024,"type",-1
"environmental isolate","ete4,inmapping,token_set_ratio",1,,2024,"type",-1
"environmental sample","ete4,wratio,sci",0,,2024,"type",-1
"environmental surface","ete4,inmapping,wratio",1,"anthropogenic,zoo",2024,"type",-1
"environmental surface zoo","ete4,inmapping,wratio",1,"anthropogenic,zoo",2024,"type",-1
"environmental swab","environmental",1,"swab",20231103,"IsolationSource",-1
"environmental swab sponge bakery assembly production room","environmental",1,"anthropogenic",20231103,"IsolationSource",-1
"environmental swab sponge bakery hallway","ete4,inmapping,token_set_ratio",0,"anthropogenic,construction",2024,"type",-1
"environmental swab sponge powder infant formula manufacturing facility","ete4,inmapping,token_set_ratio",0,"anthropogenic,construction",2024,"type",-1
"environmental swab veterinary clinic","environmental",1,"anthropogenic,construction",20231103,"IsolationSource",-1
"environmental water","environmental",1,"aquatic",20231103,"IsolationSource",-1
"environmentalwwtp","environmental",1,"wastewater,wwtp",20231103,"IsolationSource",-1
"environnemental","ete4,inmapping,wratio",1,,2024,"type",-1
"epidemic material","not_assigned",0,"material,contaminated",2024,"type",-1
"eqa test","not_assigned",1,,20231103,"IsolationSource",-1
"eqa test strain","ete4,inmapping,token_set_ratio",1,,2024,"type",-1
"equine","ncbi_taxonomy",1,"host_associated",20231103,"Host",9796
"equine abscess","not_assigned",0,"host_associated","20231103_v2","IsolationSource",9796
"equine abscess isolate","ete4,inmapping,token_set_ratio",0,"host_associated,abscess",2024,"type",9796
"equine body fluid/excretion","ete4,inmapping,token_set_ratio",0,"host_associated",2024,"type",9796
"equine disease","ete4,inmapping,token_set_ratio",0,"host_associated,disease",2024,"type",9796
"equus","ete3",1,"host_associated",20231103,"Host",9789
"equus caballus","ete3",1,"host_associated",20231103,"Host",9796
"equus ferus caballus","fuzzy_sci",1,"host_associated",20231103,"Host",9796
"equus ferus caballus ( thoroughbred )","ete4,inmapping,wratio",1,"host_associated",2024,"host_name",9796
"equus kiang","ete3",1,"host_associated",20231103,"Host",94398
"equus quagga","ete3",1,"host_associated",20231103,"Host",89248
"er dedon","not_assigned",1,,20231103,"IsolationSource",-1
"erciyes university , faculty medicine","not_assigned",0,"location",2024,"type",-1
"erigeron annuus","ete3",1,"host_associated",20231103,"Host",91248
"erigeron annuus l. pers","ete4,inmapping,wratio",1,"host_associated",2024,"host_name",91248
"ermafrost region","not_assigned",1,"terrestrial,permafrost",20231103,"IsolationSource",-1
"ermafrost region qilian mountain","ete4,inmapping,token_set_ratio",0,"terrestrial,permafrost,location",2024,"type",-1
"eruca vesicaria subsp . sativa","ete3",1,"host_associated",20231103,"Host",29727
